"","station_id","date","sinclair2017","post","affiliation","weekday","callsign","national_politics","t"
"54",4110,"9/4/2017",1,1,"ABC","Mon","KAEF",0.0898298794366197,92
"55",4110,"6/15/2017",1,0,"ABC","Thu","KAEF",0.113903718985507,11
"56",4110,"6/22/2017",1,0,"ABC","Thu","KAEF",0.103763593098592,18
"57",4110,"6/29/2017",1,0,"ABC","Thu","KAEF",0.125922574637681,25
"58",4110,"6/8/2017",1,0,"ABC","Thu","KAEF",0.213067752380952,4
"59",4110,"7/13/2017",1,0,"ABC","Thu","KAEF",0.0952541768571429,39
"60",4110,"7/20/2017",1,0,"ABC","Thu","KAEF",0.114641260882353,46
"61",4110,"7/27/2017",1,0,"ABC","Thu","KAEF",0.055657528,53
"62",4110,"7/6/2017",1,0,"ABC","Thu","KAEF",0.164370105362319,32
"63",4110,"8/10/2017",1,0,"ABC","Thu","KAEF",0.0910999082352941,67
"64",4110,"8/17/2017",1,0,"ABC","Thu","KAEF",0.121141724647887,74
"65",4110,"8/24/2017",1,0,"ABC","Thu","KAEF",0.0904389688405797,81
"66",4110,"8/3/2017",1,0,"ABC","Thu","KAEF",0.128423179852941,60
"67",4110,"8/31/2017",1,0,"ABC","Thu","KAEF",0.0203782848529412,88
"68",4110,"10/12/2017",1,1,"ABC","Thu","KAEF",0.0918960714492754,130
"69",4110,"10/19/2017",1,1,"ABC","Thu","KAEF",0.0599834207142857,137
"70",4110,"10/26/2017",1,1,"ABC","Thu","KAEF",0.197109344142857,144
"71",4110,"10/5/2017",1,1,"ABC","Thu","KAEF",0.148375596956522,123
"72",4110,"11/16/2017",1,1,"ABC","Thu","KAEF",0.118513400144928,165
"73",4110,"11/2/2017",1,1,"ABC","Thu","KAEF",0.140325801323529,151
"74",4110,"11/23/2017",1,1,"ABC","Thu","KAEF",0.128919182535211,172
"75",4110,"11/30/2017",1,1,"ABC","Thu","KAEF",0.176792654637681,179
"76",4110,"11/9/2017",1,1,"ABC","Thu","KAEF",0.10853634943662,158
"77",4110,"12/7/2017",1,1,"ABC","Thu","KAEF",0.126944542394366,186
"78",4110,"9/14/2017",1,1,"ABC","Thu","KAEF",0.122999517142857,102
"79",4110,"9/21/2017",1,1,"ABC","Thu","KAEF",0.0916608591428571,109
"80",4110,"9/28/2017",1,1,"ABC","Thu","KAEF",0.138049864285714,116
"81",4110,"9/7/2017",1,1,"ABC","Thu","KAEF",0.084433886,95
"82",4110,"6/13/2017",1,0,"ABC","Tue","KAEF",0.179634422394366,9
"83",4110,"6/20/2017",1,0,"ABC","Tue","KAEF",0.131295334117647,16
"84",4110,"6/27/2017",1,0,"ABC","Tue","KAEF",0.162396003571429,23
"85",4110,"7/11/2017",1,0,"ABC","Tue","KAEF",0.0482302116176471,37
"86",4110,"7/18/2017",1,0,"ABC","Tue","KAEF",0.0919573572058824,44
"87",4110,"7/25/2017",1,0,"ABC","Tue","KAEF",0.134778102957746,51
"88",4110,"7/4/2017",1,0,"ABC","Tue","KAEF",0.0663082556716418,30
"89",4110,"8/1/2017",1,0,"ABC","Tue","KAEF",0.0607998152941176,58
"90",4110,"8/15/2017",1,0,"ABC","Tue","KAEF",0.197857475072464,72
"91",4110,"8/22/2017",1,0,"ABC","Tue","KAEF",0.153871503623188,79
"92",4110,"8/29/2017",1,0,"ABC","Tue","KAEF",0.0903145787323944,86
"93",4110,"8/8/2017",1,0,"ABC","Tue","KAEF",0.0958858154411765,65
"94",4110,"10/10/2017",1,1,"ABC","Tue","KAEF",0.0290715711764706,128
"95",4110,"10/17/2017",1,1,"ABC","Tue","KAEF",0.0967913223880597,135
"96",4110,"10/24/2017",1,1,"ABC","Tue","KAEF",0.096533495,142
"97",4110,"10/3/2017",1,1,"ABC","Tue","KAEF",0.114559049117647,121
"98",4110,"10/31/2017",1,1,"ABC","Tue","KAEF",0.134022679852941,149
"99",4110,"11/14/2017",1,1,"ABC","Tue","KAEF",0.180924585942029,163
"100",4110,"11/21/2017",1,1,"ABC","Tue","KAEF",0.140787621285714,170
"101",4110,"11/28/2017",1,1,"ABC","Tue","KAEF",0.16015564,177
"102",4110,"11/7/2017",1,1,"ABC","Tue","KAEF",0.166405193617021,156
"103",4110,"12/12/2017",1,1,"ABC","Tue","KAEF",0.156023711014493,191
"104",4110,"12/5/2017",1,1,"ABC","Tue","KAEF",0.137620948358209,184
"105",4110,"9/12/2017",1,1,"ABC","Tue","KAEF",0.0959528027536232,100
"106",4110,"9/19/2017",1,1,"ABC","Tue","KAEF",0.145522060294118,107
"107",4110,"9/26/2017",1,1,"ABC","Tue","KAEF",0.150173071571429,114
"108",4110,"9/5/2017",1,1,"ABC","Tue","KAEF",0.160560076619718,93
"109",4110,"6/14/2017",1,0,"ABC","Wed","KAEF",0.182429153428571,10
"110",4110,"6/21/2017",1,0,"ABC","Wed","KAEF",0.129920657101449,17
"111",4110,"6/28/2017",1,0,"ABC","Wed","KAEF",0.123954382463768,24
"112",4110,"7/12/2017",1,0,"ABC","Wed","KAEF",0.101873109393939,38
"113",4110,"7/19/2017",1,0,"ABC","Wed","KAEF",0.101048408939394,45
"114",4110,"7/26/2017",1,0,"ABC","Wed","KAEF",0.116600307571429,52
"115",4110,"7/5/2017",1,0,"ABC","Wed","KAEF",0.0993573181428571,31
"116",4110,"8/16/2017",1,0,"ABC","Wed","KAEF",0.162584605671642,73
"117",4110,"8/2/2017",1,0,"ABC","Wed","KAEF",0.0833845987323944,59
"118",4110,"8/23/2017",1,0,"ABC","Wed","KAEF",0.120823115797101,80
"119",4110,"8/30/2017",1,0,"ABC","Wed","KAEF",0.0697227164705882,87
"120",4110,"8/9/2017",1,0,"ABC","Wed","KAEF",0.0947503376811594,66
"121",4110,"10/11/2017",1,1,"ABC","Wed","KAEF",0.0952005297183099,129
"122",4110,"10/18/2017",1,1,"ABC","Wed","KAEF",0.0892317642857143,136
"123",4110,"10/25/2017",1,1,"ABC","Wed","KAEF",0.138466362957746,143
"124",4110,"10/4/2017",1,1,"ABC","Wed","KAEF",0.0982682795588235,122
"125",4110,"11/1/2017",1,1,"ABC","Wed","KAEF",0.136064573650794,150
"126",4110,"11/15/2017",1,1,"ABC","Wed","KAEF",0.100805313676471,164
"127",4110,"11/22/2017",1,1,"ABC","Wed","KAEF",0.0988016592857143,171
"128",4110,"11/29/2017",1,1,"ABC","Wed","KAEF",0.263654225223881,178
"129",4110,"11/8/2017",1,1,"ABC","Wed","KAEF",0.161051669275362,157
"130",4110,"12/13/2017",1,1,"ABC","Wed","KAEF",0.19623043,192
"131",4110,"12/6/2017",1,1,"ABC","Wed","KAEF",0.144386232318841,185
"132",4110,"9/13/2017",1,1,"ABC","Wed","KAEF",0.180321475857143,101
"133",4110,"9/20/2017",1,1,"ABC","Wed","KAEF",0.0982400591304348,108
"134",4110,"9/27/2017",1,1,"ABC","Wed","KAEF",0.176477113088235,115
"135",4110,"9/6/2017",1,1,"ABC","Wed","KAEF",0.0459360576470588,94
"136",4100,"6/16/2017",1,0,"FOX","Fri","KBVU",0.0066792275,12
"137",4100,"6/23/2017",1,0,"FOX","Fri","KBVU",0.0730397541666667,19
"138",4100,"6/30/2017",1,0,"FOX","Fri","KBVU",0.0574774836363636,26
"139",4100,"6/9/2017",1,0,"FOX","Fri","KBVU",0.0553267936363636,5
"140",4100,"7/14/2017",1,0,"FOX","Fri","KBVU",0.00631225818181818,40
"141",4100,"7/21/2017",1,0,"FOX","Fri","KBVU",0.0790818672727273,47
"142",4100,"7/28/2017",1,0,"FOX","Fri","KBVU",0.0388801733333333,54
"143",4100,"7/7/2017",1,0,"FOX","Fri","KBVU",0.0378357409090909,33
"144",4100,"8/11/2017",1,0,"FOX","Fri","KBVU",0.020909579,68
"145",4100,"8/18/2017",1,0,"FOX","Fri","KBVU",0.0528036925,75
"146",4100,"8/25/2017",1,0,"FOX","Fri","KBVU",0.0185157063636364,82
"147",4100,"8/4/2017",1,0,"FOX","Fri","KBVU",0.0181830133333333,61
"148",4100,"10/13/2017",1,1,"FOX","Fri","KBVU",0.02191129,131
"149",4100,"10/20/2017",1,1,"FOX","Fri","KBVU",0.0926564591666667,138
"150",4100,"10/27/2017",1,1,"FOX","Fri","KBVU",0.179108397272727,145
"151",4100,"10/6/2017",1,1,"FOX","Fri","KBVU",0.14073664,124
"152",4100,"11/10/2017",1,1,"FOX","Fri","KBVU",0.138454510909091,159
"153",4100,"11/17/2017",1,1,"FOX","Fri","KBVU",0.108943470909091,166
"154",4100,"11/24/2017",1,1,"FOX","Fri","KBVU",0.00164114727272727,173
"155",4100,"11/3/2017",1,1,"FOX","Fri","KBVU",0.210870206666667,152
"156",4100,"12/1/2017",1,1,"FOX","Fri","KBVU",0.118208742727273,180
"157",4100,"12/8/2017",1,1,"FOX","Fri","KBVU",0.100002731818182,187
"158",4100,"9/1/2017",1,1,"FOX","Fri","KBVU",0.02543807,89
"159",4100,"9/15/2017",1,1,"FOX","Fri","KBVU",0.060140745,103
"160",4100,"9/22/2017",1,1,"FOX","Fri","KBVU",0.0176835281818182,110
"161",4100,"9/29/2017",1,1,"FOX","Fri","KBVU",0.0858091954545455,117
"162",4100,"9/8/2017",1,1,"FOX","Fri","KBVU",0.0228937991666667,96
"163",4100,"6/12/2017",1,0,"FOX","Mon","KBVU",0.14904486,8
"164",4100,"6/19/2017",1,0,"FOX","Mon","KBVU",0.0317076408333333,15
"165",4100,"6/26/2017",1,0,"FOX","Mon","KBVU",0.095741325,22
"166",4100,"7/10/2017",1,0,"FOX","Mon","KBVU",0.0404623325,36
"167",4100,"7/17/2017",1,0,"FOX","Mon","KBVU",0.01408531,43
"168",4100,"7/24/2017",1,0,"FOX","Mon","KBVU",0.00553014363636364,50
"169",4100,"7/3/2017",1,0,"FOX","Mon","KBVU",0.0409984654545455,29
"170",4100,"7/31/2017",1,0,"FOX","Mon","KBVU",0.00749112181818182,57
"171",4100,"8/14/2017",1,0,"FOX","Mon","KBVU",0.0487692175,71
"172",4100,"8/21/2017",1,0,"FOX","Mon","KBVU",0.012438026,78
"173",4100,"8/28/2017",1,0,"FOX","Mon","KBVU",0.0180780190909091,85
"174",4100,"8/7/2017",1,0,"FOX","Mon","KBVU",0.0314159633333333,64
"175",4100,"10/16/2017",1,1,"FOX","Mon","KBVU",0.0187140545454545,134
"176",4100,"10/2/2017",1,1,"FOX","Mon","KBVU",0.186916254545455,120
"177",4100,"10/23/2017",1,1,"FOX","Mon","KBVU",0.0253799975,141
"178",4100,"10/30/2017",1,1,"FOX","Mon","KBVU",0.174538512,148
"179",4100,"10/9/2017",1,1,"FOX","Mon","KBVU",0.167847592727273,127
"180",4100,"11/13/2017",1,1,"FOX","Mon","KBVU",0.081625832,162
"181",4100,"11/20/2017",1,1,"FOX","Mon","KBVU",0.0924356388888889,169
"182",4100,"11/27/2017",1,1,"FOX","Mon","KBVU",0.0566842916666667,176
"183",4100,"11/6/2017",1,1,"FOX","Mon","KBVU",0.05365429,155
"184",4100,"12/11/2017",1,1,"FOX","Mon","KBVU",0.200385449166667,190
"185",4100,"12/4/2017",1,1,"FOX","Mon","KBVU",0.18680475,183
"186",4100,"9/11/2017",1,1,"FOX","Mon","KBVU",0.15694614,99
"187",4100,"9/18/2017",1,1,"FOX","Mon","KBVU",0.0356812563636364,106
"188",4100,"9/25/2017",1,1,"FOX","Mon","KBVU",0.130676751818182,113
"189",4100,"9/4/2017",1,1,"FOX","Mon","KBVU",0.00307267,92
"190",4100,"6/15/2017",1,0,"FOX","Thu","KBVU",0.0468929016666667,11
"191",4100,"6/22/2017",1,0,"FOX","Thu","KBVU",0.124637120909091,18
"192",4100,"6/29/2017",1,0,"FOX","Thu","KBVU",0.0904496775,25
"193",4100,"6/8/2017",1,0,"FOX","Thu","KBVU",0.169158744166667,4
"194",4100,"7/13/2017",1,0,"FOX","Thu","KBVU",0.0657186345454545,39
"195",4100,"7/20/2017",1,0,"FOX","Thu","KBVU",0.0566473633333333,46
"196",4100,"7/27/2017",1,0,"FOX","Thu","KBVU",0.0246069054545455,53
"197",4100,"7/6/2017",1,0,"FOX","Thu","KBVU",0.115169217272727,32
"198",4100,"8/10/2017",1,0,"FOX","Thu","KBVU",0.104699278181818,67
"199",4100,"8/17/2017",1,0,"FOX","Thu","KBVU",0.0560409083333333,74
"200",4100,"8/24/2017",1,0,"FOX","Thu","KBVU",0.077766195,81
"201",4100,"8/3/2017",1,0,"FOX","Thu","KBVU",0.0277151945454545,60
"202",4100,"8/31/2017",1,0,"FOX","Thu","KBVU",0.0118690875,88
"203",4100,"10/12/2017",1,1,"FOX","Thu","KBVU",0.0386352627272727,130
"204",4100,"10/19/2017",1,1,"FOX","Thu","KBVU",0.0164322525,137
"205",4100,"10/26/2017",1,1,"FOX","Thu","KBVU",0.132882115454545,144
"206",4100,"10/5/2017",1,1,"FOX","Thu","KBVU",0.107954935,123
"207",4100,"11/16/2017",1,1,"FOX","Thu","KBVU",0.159372991666667,165
"208",4100,"11/2/2017",1,1,"FOX","Thu","KBVU",0.218401948333333,151
"209",4100,"11/23/2017",1,1,"FOX","Thu","KBVU",0.0871711063636364,172
"210",4100,"11/30/2017",1,1,"FOX","Thu","KBVU",0.160136329166667,179
"211",4100,"11/9/2017",1,1,"FOX","Thu","KBVU",0.0244642141666667,158
"212",4100,"12/7/2017",1,1,"FOX","Thu","KBVU",0.0471069775,186
"213",4100,"9/14/2017",1,1,"FOX","Thu","KBVU",0.172792949,102
"214",4100,"9/21/2017",1,1,"FOX","Thu","KBVU",0.050843973,109
"215",4100,"9/28/2017",1,1,"FOX","Thu","KBVU",0.116613931666667,116
"216",4100,"9/7/2017",1,1,"FOX","Thu","KBVU",0.160338817272727,95
"217",4100,"6/13/2017",1,0,"FOX","Tue","KBVU",0.185549955833333,9
"218",4100,"6/20/2017",1,0,"FOX","Tue","KBVU",0.022936574,16
"219",4100,"6/27/2017",1,0,"FOX","Tue","KBVU",0.0600925125,23
"220",4100,"7/11/2017",1,0,"FOX","Tue","KBVU",0.0527355858333333,37
"221",4100,"7/18/2017",1,0,"FOX","Tue","KBVU",0.0231250190909091,44
"222",4100,"7/25/2017",1,0,"FOX","Tue","KBVU",0.181397936363636,51
"223",4100,"7/4/2017",1,0,"FOX","Tue","KBVU",0.0179235327272727,30
"224",4100,"8/1/2017",1,0,"FOX","Tue","KBVU",0.00169836818181818,58
"225",4100,"8/15/2017",1,0,"FOX","Tue","KBVU",0.145025605454545,72
"226",4100,"8/22/2017",1,0,"FOX","Tue","KBVU",0.029697085,79
"227",4100,"8/29/2017",1,0,"FOX","Tue","KBVU",0.0430802466666667,86
"228",4100,"8/8/2017",1,0,"FOX","Tue","KBVU",0.037922364,65
"229",4100,"10/10/2017",1,1,"FOX","Tue","KBVU",0.056508867,128
"230",4100,"10/17/2017",1,1,"FOX","Tue","KBVU",0.031695706,135
"231",4100,"10/24/2017",1,1,"FOX","Tue","KBVU",0.0538007472727273,142
"232",4100,"10/3/2017",1,1,"FOX","Tue","KBVU",0.109823951,121
"233",4100,"10/31/2017",1,1,"FOX","Tue","KBVU",0.1539430975,149
"234",4100,"11/14/2017",1,1,"FOX","Tue","KBVU",0.0405491754545455,163
"235",4100,"11/21/2017",1,1,"FOX","Tue","KBVU",0.0420133916666667,170
"236",4100,"11/28/2017",1,1,"FOX","Tue","KBVU",0.142562394545455,177
"237",4100,"12/12/2017",1,1,"FOX","Tue","KBVU",0.1775550725,191
"238",4100,"12/5/2017",1,1,"FOX","Tue","KBVU",0.0497752591666667,184
"239",4100,"9/12/2017",1,1,"FOX","Tue","KBVU",0.0947969736363636,100
"240",4100,"9/19/2017",1,1,"FOX","Tue","KBVU",0.0347705155555556,107
"241",4100,"9/26/2017",1,1,"FOX","Tue","KBVU",0.232639967272727,114
"242",4100,"9/5/2017",1,1,"FOX","Tue","KBVU",0.181519211818182,93
"243",4100,"6/14/2017",1,0,"FOX","Wed","KBVU",0.0815979309090909,10
"244",4100,"6/21/2017",1,0,"FOX","Wed","KBVU",0.0735160763636364,17
"245",4100,"6/28/2017",1,0,"FOX","Wed","KBVU",0.02251194,24
"246",4100,"7/12/2017",1,0,"FOX","Wed","KBVU",0.0212319772727273,38
"247",4100,"7/19/2017",1,0,"FOX","Wed","KBVU",0.043376523,45
"248",4100,"7/26/2017",1,0,"FOX","Wed","KBVU",0.168451388181818,52
"249",4100,"7/5/2017",1,0,"FOX","Wed","KBVU",0.02267163,31
"250",4100,"8/16/2017",1,0,"FOX","Wed","KBVU",0.108364285,73
"251",4100,"8/2/2017",1,0,"FOX","Wed","KBVU",0.0247329745454545,59
"252",4100,"8/23/2017",1,0,"FOX","Wed","KBVU",0.00676067916666667,80
"253",4100,"8/30/2017",1,0,"FOX","Wed","KBVU",0.0493533672727273,87
"254",4100,"8/9/2017",1,0,"FOX","Wed","KBVU",0.0292713536363636,66
"255",4100,"10/11/2017",1,1,"FOX","Wed","KBVU",0.00755764583333333,129
"256",4100,"10/18/2017",1,1,"FOX","Wed","KBVU",0.16807199,136
"257",4100,"10/25/2017",1,1,"FOX","Wed","KBVU",0.0896536008333333,143
"258",4100,"10/4/2017",1,1,"FOX","Wed","KBVU",0.081641675,122
"259",4100,"11/1/2017",1,1,"FOX","Wed","KBVU",0.226763347,150
"260",4100,"11/15/2017",1,1,"FOX","Wed","KBVU",0.0211531136363636,164
"261",4100,"11/22/2017",1,1,"FOX","Wed","KBVU",0.0311538827272727,171
"262",4100,"11/29/2017",1,1,"FOX","Wed","KBVU",0.172549669,178
"263",4100,"11/8/2017",1,1,"FOX","Wed","KBVU",0.0319625125,157
"264",4100,"12/13/2017",1,1,"FOX","Wed","KBVU",0.180854686363636,192
"265",4100,"12/6/2017",1,1,"FOX","Wed","KBVU",0.0270920854545455,185
"266",4100,"9/13/2017",1,1,"FOX","Wed","KBVU",0.207461975454545,101
"267",4100,"9/20/2017",1,1,"FOX","Wed","KBVU",0.050078312,108
"268",4100,"9/27/2017",1,1,"FOX","Wed","KBVU",0.175395937272727,115
"269",4100,"9/6/2017",1,1,"FOX","Wed","KBVU",0.0214354608333333,94
"270",3930,"6/16/2017",0,0,"CBS","Fri","KBZK",0.238101010606061,12
"271",3930,"6/23/2017",0,0,"CBS","Fri","KBZK",0.229626942352941,19
"272",3930,"6/30/2017",0,0,"CBS","Fri","KBZK",0.275933687254902,26
"273",3930,"7/14/2017",0,0,"CBS","Fri","KBZK",0.207953125,40
"274",3930,"7/21/2017",0,0,"CBS","Fri","KBZK",0.208281513703704,47
"275",3930,"7/28/2017",0,0,"CBS","Fri","KBZK",0.224306515636364,54
"276",3930,"7/7/2017",0,0,"CBS","Fri","KBZK",0.215758400909091,33
"277",3930,"8/11/2017",0,0,"CBS","Fri","KBZK",0.188040761355932,68
"278",3930,"8/18/2017",0,0,"CBS","Fri","KBZK",0.232148196607143,75
"279",3930,"8/25/2017",0,0,"CBS","Fri","KBZK",0.131736176842105,82
"280",3930,"8/4/2017",0,0,"CBS","Fri","KBZK",0.162624982586207,61
"281",3930,"10/13/2017",0,1,"CBS","Fri","KBZK",0.131262719655172,131
"282",3930,"10/20/2017",0,1,"CBS","Fri","KBZK",0.185591627407407,138
"283",3930,"10/27/2017",0,1,"CBS","Fri","KBZK",0.215965880740741,145
"284",3930,"10/6/2017",0,1,"CBS","Fri","KBZK",0.109996758793103,124
"285",3930,"11/10/2017",0,1,"CBS","Fri","KBZK",0.196565433508772,159
"286",3930,"11/17/2017",0,1,"CBS","Fri","KBZK",0.278539786721311,166
"287",3930,"11/24/2017",0,1,"CBS","Fri","KBZK",0.144936660847458,173
"288",3930,"11/3/2017",0,1,"CBS","Fri","KBZK",0.171960430819672,152
"289",3930,"12/1/2017",0,1,"CBS","Fri","KBZK",0.229119226333333,180
"290",3930,"12/8/2017",0,1,"CBS","Fri","KBZK",0.201270752678571,187
"291",3930,"9/1/2017",0,1,"CBS","Fri","KBZK",0.0968060537288136,89
"292",3930,"9/15/2017",0,1,"CBS","Fri","KBZK",0.203178568833333,103
"293",3930,"9/22/2017",0,1,"CBS","Fri","KBZK",0.200573993793103,110
"294",3930,"9/29/2017",0,1,"CBS","Fri","KBZK",0.111930748363636,117
"295",3930,"9/8/2017",0,1,"CBS","Fri","KBZK",0.131772312711864,96
"296",3930,"6/12/2017",0,0,"CBS","Mon","KBZK",0.196179543857143,8
"297",3930,"6/19/2017",0,0,"CBS","Mon","KBZK",0.174464069,15
"298",3930,"6/26/2017",0,0,"CBS","Mon","KBZK",0.209828630985916,22
"299",3930,"7/10/2017",0,0,"CBS","Mon","KBZK",0.180348549180328,36
"300",3930,"7/17/2017",0,0,"CBS","Mon","KBZK",0.208112200338983,43
"301",3930,"7/24/2017",0,0,"CBS","Mon","KBZK",0.159560574137931,50
"302",3930,"7/3/2017",0,0,"CBS","Mon","KBZK",0.161099769137931,29
"303",3930,"7/31/2017",0,0,"CBS","Mon","KBZK",0.187053343389831,57
"304",3930,"8/14/2017",0,0,"CBS","Mon","KBZK",0.207326015245902,71
"305",3930,"8/21/2017",0,0,"CBS","Mon","KBZK",0.136661174444444,78
"306",3930,"8/28/2017",0,0,"CBS","Mon","KBZK",0.101008450983607,85
"307",3930,"8/7/2017",0,0,"CBS","Mon","KBZK",0.168056146666667,64
"308",3930,"10/16/2017",0,1,"CBS","Mon","KBZK",0.13138859637931,134
"309",3930,"10/2/2017",0,1,"CBS","Mon","KBZK",0.0882741133333333,120
"310",3930,"10/23/2017",0,1,"CBS","Mon","KBZK",0.153214996885246,141
"311",3930,"10/30/2017",0,1,"CBS","Mon","KBZK",0.17123700462963,148
"312",3930,"10/9/2017",0,1,"CBS","Mon","KBZK",0.152267030784314,127
"313",3930,"11/13/2017",0,1,"CBS","Mon","KBZK",0.132644876333333,162
"314",3930,"11/20/2017",0,1,"CBS","Mon","KBZK",0.22294201673913,169
"315",3930,"11/27/2017",0,1,"CBS","Mon","KBZK",0.202759666779661,176
"316",3930,"11/6/2017",0,1,"CBS","Mon","KBZK",0.135745129821429,155
"317",3930,"12/11/2017",0,1,"CBS","Mon","KBZK",0.154496771355932,190
"318",3930,"12/4/2017",0,1,"CBS","Mon","KBZK",0.254625905263158,183
"319",3930,"9/11/2017",0,1,"CBS","Mon","KBZK",0.0617024603571429,99
"320",3930,"9/18/2017",0,1,"CBS","Mon","KBZK",0.124664356551724,106
"321",3930,"9/25/2017",0,1,"CBS","Mon","KBZK",0.204452357166667,113
"322",3930,"9/4/2017",0,1,"CBS","Mon","KBZK",0.17400557362069,92
"323",3930,"6/15/2017",0,0,"CBS","Thu","KBZK",0.235489078888889,11
"324",3930,"6/22/2017",0,0,"CBS","Thu","KBZK",0.203339747878788,18
"325",3930,"6/29/2017",0,0,"CBS","Thu","KBZK",0.287976263,25
"326",3930,"7/13/2017",0,0,"CBS","Thu","KBZK",0.21319007962963,39
"327",3930,"7/20/2017",0,0,"CBS","Thu","KBZK",0.217155047368421,46
"328",3930,"7/27/2017",0,0,"CBS","Thu","KBZK",0.136869801551724,53
"329",3930,"7/6/2017",0,0,"CBS","Thu","KBZK",0.151859583818182,32
"330",3930,"8/10/2017",0,0,"CBS","Thu","KBZK",0.236193996315789,67
"331",3930,"8/17/2017",0,0,"CBS","Thu","KBZK",0.257198045272727,74
